,toast-星星数量已达上限,toast_star_reached_limit,The number of stars has reached the limit.,星星数量已达上限,,,,,,,
,camera-等待,camera_awaiting,Awaiting,等候中,,,,,,,
,camera-主动退出,camera_exit,Left,主动退出,,,,,,,
,camera-正在进入,camera_entering,Connecting,正在进入,,,,,,,
,camera-刷新课堂,camera_refreshing,Refreshing,正在刷新,,,,,,,
,camera-掉线,camera_offline,Disconnected,课堂服务中断,,,,,,,
,camera-应用后台,camera_appPause,Using other apps,正在使用其他程序,,,,,,,
,,timeout_add,Extend 10 mins,延长10分钟,,,,,,,
,notice-学生侧视频已相互可见,notice_classmate_visible,The attendees video area is visible to learners,学生侧视频已相互可见,,,,,,,
,notice-学生侧视频已相互不可见,notice_classmate_invisible,The attendees video area is invisible to learners,学生侧视频已相互不可见,,,,,,,
,sidebar-tabs-学生视频区可见,sidebar_classmate_visible_setting,Make the attendees video area visible to learners,学生视频区可见,,,,,,,
,该内容暂不支持授权操作,notice_authorization_operations_not_support,Authorization operations are not supported.,该内容暂不支持授权操作,,,,,,,
,请先结束当前授权,notice_terminate_other_authorization_first,Please terminate authorization first,请先结束当前授权,,,,,,,
,已取消授权,notice_authorization_cancel_success,Authorization has been cancelled,已取消授权,,,,,,,
,",notice-建议开启摄像头、麦克风，并佩戴耳机，以获得更好的课堂体验",notice_preparation_tip,"It is recommended that cameras, microphones and headphones be turned on for a better classroom experience",建议开启摄像头、麦克风，并佩戴耳机，以获得更好的课堂体验,,,,,,,
,notice-摄像头被占用,notice_camera_is_occupied,Camera is occupied.,摄像头被占用,,,,,,,
,notice-无摄像头设备,notice_no_camera,No Camera,无摄像头设备,,,,,,,
,notice-未打开摄像头权限,notice_no_camera_access,No Camera Access,未打开摄像头权限,,,,,,,
,notice-无麦克风设备,notice_no_mic,No Microphone,无麦克风设备,,,,,,,
音频状态,「麦克风被其他应用占用」提示,hover_mic_is_occupied,Microphone is occupied.,麦克风被其他应用占用,,,,,,,
,notice-未打开麦克风权限,notice_no_mic_access,No Microphone Access,未打开麦克风权限,,,,,,,
,",notice-网络异常，请检查网络链接,,""The network is abnormal,please check the network connection."",网络异常，请检查网络链接",notice_preparation_network,"The network is abnormal,please check the network connection.",网络异常，请检查网络链接,,,,,,,
,",notice-网络异常-重试",notice_preparation_network_retry,Retry,重试,,,,,,,
,课前-进入课堂,preparation_enter,Enter Classroom,进入课堂,,,,,,,
,课前-播放音乐,preparation_play,Play Music,播放音乐,,,,,,,
,alert-下课时间超时,alert_class_end_timeout,The class has timed out. It will be ended after @@@ minutes.,课堂已超时，将在@@@后自动结束,,,,,,,
,课堂开始,class_status_start,Start,开始,,,,,,,
,开始按钮说明,start_content,Start teaching and connecting with learners,连线学生并开始上课,,,,,,,
,公告板-标题-2,modal_title_2,The attendees video area is invisible to learners.,学生侧视频相互不可见,,,,,,,
,公告板-副标题-2,modal_limit_2,(Can be modified in the sidebar.),(可在侧边栏的班级设置中修改),,,,,,,
,公告板-标题-3,modal_title_3,"Before [Start], your video and the content will not be visible to learners. ",点击【开始】前，学生侧看不到您的视频和课件内容,,,,,,,
,公告板-副标题-2,modal_limit_3,(Some interactive features are also unavailable.),(部分互动功能也不可用哦),,,,,,,
,toast提示不可点击,toast_disabled,This function is available after clicking [Start]. ,此功能在点击【开始】后可用哦,,,,,,,
,,warning_stars,The operation is too fast. Please try again later.,操作过快，请稍后再试,,,,,,,
,toast提示_共享,toast_screen_share,You need recording permission to share your srceen and other Windows.,需要获取录制权限，以使用屏幕共享,,,,,,,
,toast-延长失败,toast_extend_err,"Time extension failed, please try again",延时失败，请重试,,,,,,,
,新手引导-调用课件,novice_guidance_call_materials_title,Select the courseware you want to use here.,选择您需要使用的课件,,,,,,,
,新手引导-调用课件,notive_guidance_call_materials_describe,"The courseware configured before class will appear here. You can drag it to the content area to open the corresponding courseware. After opening it, learners can see it synchronously.",课前配置好的课件会出现在这里，您可以将它拖拽至内容区，来打开对应课件，打开后学生同步可见,,,,,,,
,新手引导-书写工具,novice_guidance_draw_tools_title,Use them to operate courseware and write on the blackboard.,使用它们来操作课件、书写板书,,,,,,,
,新手引导-书写工具,novice_guidance_draw_tools_describe,"Pointer: can help you operate courseware.@@@
Brush: More than just writing, it can draw shapes quickly.@@@
Typing: Too much trouble writing? I might as well just type it out.@@@
Eraser: quickly clear box selection.","指针 | 它能帮你操作课件@@@
画笔 | 不止写字，它还能快速绘制形状@@@
打字 | 写字太麻烦？不如直接打出来@@@
橡皮 | 快速清除框选内容",,,,,,,
,新手引导-学生互动,novice_guidance_learner_interaction_title,Learners' favorite interaction: getting on stage and authorizing courseware.,学生最喜欢的互动：上台和授权操作课件,,,,,,,
,新手引导-学生互动,novice_guidance_learner_interaction_describe,"Stage: Select the learner camera and drag it directly to the content area.@@@
Authorization: Click the authorization button, through the operation of courseware, let learners better share ideas with everyone.","上台 | 选中学生摄像头，直接拖到内容区@@@
授权 | 点击ta的魔法棒，通过操作课件，让ta更好的向大家分享思路",,,,,,,
,新手引导-课堂激励,novice_guidance_cr_motivation_title,"Praise learners more, they will love learning more.",多表扬学生，他们会更爱学习,,,,,,,
,新手引导-课堂激励,novice_guidance_cr_motivation_describe,Click on the star to send out class rewards for learners.,点击星星，为学生发出课堂奖励,,,,,,,
,新手引导-课堂控制,novice_guidance_cr_control_title,You can control the field quickly here.,如果学生（们）太嗨，在这里让ta（们）安静下来,,,,,,,
,新手引导-课堂控制,novice_guidance_cr_control_describe,Control the microphones of individual students or all students here.,在这里控制单个学生或全部学生的麦克风,,,,,,,
,新手引导-退出课堂,novice_guidance_cr_exit_title,And I'll leave you there.,最后从这里下课,,,,,,,
,新手引导-退出课堂,novice_guidance_cr_exit_describe,Make sure the class is over.,记得确认课程结束,,,,,,,
,新手引导-麦克风控制,novice_guidance_cr_mic_control_describe,Click here to turn off/on your microphone.,点击这里可以关闭/打开您的麦克风,,,,,,,
,新手引导-我知道了,novice_guidance_confirm,Got it,我知道了,,,,,,,
,引导-上一步,guidance_back,Back,上一步,,,,,,,
,引导-下一步,guidance_next,Next,下一步,,,,,,,
,引导-我知道了,guidance_confirm,Got it,我知道了,,,,,,,
,引导-查看详情,guidance_details,View Details,查看详情,,,,,,,
,modal-磨课-主动结束,modal_grind_class_active_end,Are you sure to end the practice room?,确定要结束磨课课堂吗？,,,,,,,
,modal-磨课-主动结束-提醒,modal_grind_class_active_end_warn,The content will not be saved after the end.,结束后不会保存当前磨课课堂的内容,,,,,,,
,modal-磨课-取消,modal_grind_class_active_end_cancel,Cancel,取消,,,,,,,
,modal-磨课-退出,modal_grind_class_active_end_ended,End,结束,,,,,,,
,grind-磨课课堂标签,grind_tag,Practice Room,磨课课堂,,,,,,,
,grind-虚拟学员,grind_virtual_learners,Virtual Learners,虚拟学员,,,,,,,
,求助-intercom,intercom_hover,Help,求助,,,,,,,
,modal-磨课课堂共享提示,modal_grind_class_screen_share,The screen sharing cannot be used in the practice room.,屏幕共享功能暂不支持在磨课课堂内使用,,,,,,,
,modal-磨课课堂本地摄像头提示,modal_grind_class_local_camera,The local camera cannot be used in the practice room.,本地摄像头功能暂不支持在磨课课堂内使用,,,,,,,
,modal-磨课课堂共享提示-知道了,modal_grind_class_screen_share_confirm,OK,我知道了,,,,,,,
,modal-磨课课堂学生课堂设置提示,modal_grind_class_learner_setting, Setting for learner classroom cannot be used in the practice room.,学生课堂设置功能暂不支持在磨课课堂内使用,,,,,,,
,modal-磨课课堂学生课堂设置提示-知道了,modal_grind_class_learner_setting_confirm,OK,我知道了,,,,,,,
,tool-选择工具,tool_select,Select,选择,,,,,,,
,user-备注名,user_remark,Remark,备注名,,,,,,,
,user-昵称,user_nickname,Nickname,昵称,,,,,,,
,permission-麦克风-标题,permission_mic_title,Classpod would like to access your microphone.,Classpod想访问您的麦克风,,,,,,,
,permission-麦克风-正文,permission_mic_tip,"It will affect your audio communication with your learners. It is recommended to enable the permission,and restart Classpod App.",若禁止，学生将无法在课堂中听到您的声音。强烈建议开启麦克风权限。,,,,,,,
,permission-摄像头-标题,permission_camera_title,Classpod  would like to access your camera.,Classpod想访问您的摄像头,,,,,,,
,permission-摄像头-正文,permission_camera_tip,"It will affect your video communication with your learners. It is recommended to enable the permission,and restart Classpod App.",若禁止，学生将无法在课堂中看到您的画面。强烈建议开启摄像头权限。,,,,,,,
,permission-屏幕录制-标题,permission_screen_title,Classpod  would like to access your recording permissions.,Classpod想获取您的屏幕录制权限,,,,,,,
,permission-屏幕录制-正文,permission_screen_tip,"If prohibited, we will not be able to provide you with screen sharing, class playback and other services.",若禁止，我们将无法为您提供屏幕共享、课堂回放等服务。,,,,,,,
,permission-按钮-依旧拒绝,permission_btn_refuse,Deny,依旧拒绝,,,,,,,
,permission-按钮-打开权限,permission_btn_open,Set Up,打开权限,,,,,,,
,submit-按钮-提交备注,submit_remark_btn,Submit,提交,,,,,,,
,video-视频播放提示,video_notice_tip,"To avoid echo interference during video play, the teacher and learners will mute automatically.",视频播放时为避免回声干扰，老师和学生将双向静音,,,,,,,
,video-视频播放-按钮,video_notice_btn,OK,知道了,,,,,,,
,多课件移动端刷新提示,multi_cocos_notice_tip,Learners using mobile devices will refresh the class to display the content you switched. It is recommended to wait for learners to refresh before continuing the class.,使用移动设备的学员即自动刷新课堂，以展示您切换的内容，建议待学生刷新后再继续授课。,,,,,,,
,allAuth-全体授权-提示,allAuth_notice_tip,"When authorize all, learners will only hear the teacher's voice to avoid interruptions from each other.",全体授权时为避免相互干扰，学生将只能听到老师声音,,,,,,,
,allAuth-全体授权-按钮,allAuth_notice_btn,OK,知道了,,,,,,,
,kickout-互提-提示,kickout_modal_tip,Your account is logged in to another device.,您的账号已在其他设备上登录,,,,,,,
,kickout-互提-退出,kickout_modal_exit,Exit,退出课堂,,,,,,,
,kickout-互提-重新登陆,kickout_modal_reload,Reenter,重新登录,,,,,,,
,全体授权-屏蔽课件声音,unmute_courseware_sound,Unmute courseware sound,屏蔽课件声音,,,,,,,
,全体授权-播放课件声音,mute_courseware_sound,Mute courseware sound,播放课件声音,,,,,,,
,云盘,cloud_library,Library,资源库,,,,,,,
,云盘,cloud_cw,Courseware,互动课件,,,,,,,
,云盘,cloud_allfile,All Files,全部文件,,,,,,,
,云盘,cloud_file,File,文件,,,,,,,
,云盘,cloud_add,Add,添加,,,,,,,
,云盘,cloud_move,Move,移动,,,,,,,
,云盘,cloud_edit,Rename,重命名,,,,,,,
,云盘,cloud_del,Detele,删除,,,,,,,
,云盘,cloud_warn_file_name,Please enter the file name.,请输入名称,,,,,,,
,云盘,cloud_warn_folder_name,Please enter the folder name.,请输入名称,,,,,,,
,云盘,cloud_warn_cw_name,Please enter the courseware name.,请输入名称,,,,,,,
,云盘,cloud_new,New,新增,,,,,,,
,云盘,cloud_upload_file,Files,文件,,,,,,,
,云盘,cloud_upload_folder,Folder,文件夹,,,,,,,
,云盘,cloud_new_folder,New Folder,新建文件夹,,,,,,,
,云盘,cloud_upload_fail,Upload failed.,上传失败,,,,,,,
,云盘,cloud_upload,Upload,上传,,,,,,,
,云盘,cloud_search_placeholder_cw,Search Courseware Name,搜索课件名称,,,,,,,
,云盘,cloud_search_placeholder_file,Search File Name,搜索文件名称,,,,,,,
,云盘,cloud_drop_file_info,Add content to the library.,添加内容到资料库,,,,,,,
,云盘,cloud_uploading,Loading,上传中,,,,,,,
,云盘,cloud_transcoding,Transcoding,转换中,,,,,,,
,云盘,cloud_transcoding_fail,Transcoding failed.,转换失败,,,,,,,
,云盘,cloud_move_to,Move To,移动至,,,,,,,
,云盘,cloud_move_success,Successfully Moved,移动成功,,,,,,,
,云盘,cloud_move_fail,Failed to Move. Please try again.,移动失败，请重试,,,,,,,
,云盘,cloud_move_exist,The file or folder already exists under the target.,文件或文件夹在目标下已存在。,,,,,,,
,云盘,cloud_del_warn,Are you sure to delete the file or folder?,确认要删除文件或文件夹吗?,,,,,,,
,云盘,cloud_nav_name,File Name,文件名称,,,,,,,
,云盘,cloud_nav_size,Size,大小,,,,,,,
,云盘,cloud_nav_time,Date,修改时间,,,,,,,
,云盘,cloud_waiting,Waiting...,等待转换...,,,,,,,
,新手引导-云盘,novice_guidance_cloud_title,Open the library to add courseware.,打开资源库，可以添加课件,,,,,,,
,新手引导-云盘,novice_guidance_cloud_describe,Open the library and select the couseware you want to use. And add the couseware to the content list.,打开资源库，选择您需要使用的课件，添加至课件内容列表中，方便您在课堂中使用。,,,,,,,
,云盘-科目,cloud_subject_1,Arts,艺术,,,,,,,
,云盘-科目,cloud_subject_2,Coding & Tech,编程&技术,,,,,,,
,云盘-科目,cloud_subject_3,English,英语,,,,,,,
,云盘-科目,cloud_subject_4,Health & Wellness,健身&养生,,,,,,,
,云盘-科目,cloud_subject_5,Life Skills,生活技能,,,,,,,
,云盘-科目,cloud_subject_6,Math,数学,,,,,,,
,云盘-科目,cloud_subject_7,Music,音乐,,,,,,,
,云盘-科目,cloud_subject_8,Science & Nature,科学&自然,,,,,,,
,云盘-科目,cloud_subject_9,Social Studies,社会科学,,,,,,,
,云盘-科目,cloud_subject_10,World Languages,语言,,,,,,,
,云盘-文件大小限制说明,cloud_filesize_limit_tips,File size：less than  @@@ MB.,文件大小： @@@ MB以内,,,,,,,
,云盘-文件类型限制说明,cloud_file_format_limit_tips,File format: @@@.,文件格式： @@@ ,,,,,,,
,云盘-文件类型和大小提示入口,cloud_file_notice,Supported file sizes and types,支持的文件大小及类型,,,,,,,
,云盘-转码错误后的可屏幕共享提示,cloud_after_failed_sharescreen_tips,"If you have tried many times and still fail, you can use Screen Sharing to open the local courseware for teaching.",若您已经尝试多次依旧失败，可以使用屏幕共享，打开本地课件进行授课,,,,,,,
,云盘,cloud_my,My,我的资源,,,,,,,
,新手引导-画笔授权,novice_guidance_auth_draw_title,Authorization capability upgrade: Writing authorization is supported,授权能力升级：支持书写授权,,,,,,,
,新手引导-画笔授权,novice_guidance_auth_draw_describe,"Click on the icon to authorize students to have corresponding abilities：@@@
Authorized Operation：Students can operate interactive elements on the courseware.@@@
Authorization To Write：Students can use a brush or eraser tool to doodle on the courseware.You can use the icon here to see which tools students are using.","点击icon，授权学生相应能力： @@@
授权操作课件 | 学生可操作该页课件上的交互元素（仅支持交互课件、icw课件）@@@
授权书写 | 学生可使用画笔或橡皮工具，在当页课件上涂鸦，您可通过此处icon了解学生正在使用哪种工具",,,,,,,
,画笔授权hover,hover_auth_operation,Authorized Operation,授权操作课件,,,,,,,
,画笔授权hover,hover_auth_write,Authorized To Write,授权书写,,,,,,,
,画笔授权hover,hover_auth_end,End The Authorization,结束授权,,,,,,,
,云盘,cloud_publish_time,Publish Time,发布时间,,,,,,,
,云盘,cloud_upload_time,Upload Time,上传时间,,,,,,,
,云盘,cloud_toast_transcoding,"Courseware is converting, please try again later.",课件转码中，请稍后再试,,,,,,,
,云盘,cloud_toast_tanscode_failed,"Courseware converting failed,can't be used.",课件转码失败，无法打开,,,,,,,
,云盘,cloud_no_content,No Content~,暂无资源,,,,,,,
,icw,icw_change_version_title,Other versions of the same courseware have been opened. Are you sure to close the current courseware and open this version?,课堂已打开同一课件的其他版本。是否确定关闭当前课件，并打开这个版本？,,,,,,,
,icw,icw_change_version_content,"If you close the current courseware, the board on the courseware will be cleared.",若关闭当前课件，课件上的笔迹也会被清空。,,,,,,,
,icw,icw_change_version_cancel,Cancel,再想想,,,,,,,
,icw,icw_change_version_sure,Sure,确定,,,,,,,
,icw,icw_hover_animation,Animation,动效,,,,,,,
